sampleName,condition
CS02iCTR.1,CTRL
CS02iCTR.2,CTRL
CS02iCTR.3,CTRL
WP3iCTR.1,CTRL
WP3iCTR.2,CTRL
WP3iCTR.3,CTRL
CS00iCTR.1,CTRL
CS00iCTR.2,CTRL
CS00iCTR.3,CTRL
CS190PD.1,DIS
CS190PD.2,DIS
CS190PD.3,DIS
CS194PD.1,DIS
CS194PD.2,DIS
CS194PD.3,DIS
CS200PD.1,DIS
CS200PD.2,DIS
CS200PD.3,DIS
